Date,Close
1/9/2019 16:00:00,46.29
1/10/2019 16:00:00,45.17
1/11/2019 16:00:00,46.41
1/14/2019 16:00:00,45.2
1/15/2019 16:00:00,45.88
1/16/2019 16:00:00,45.36
1/17/2019 16:00:00,44.78
1/18/2019 16:00:00,44.1
1/22/2019 16:00:00,43.51
1/23/2019 16:00:00,43.66
1/24/2019 16:00:00,44.87
1/25/2019 16:00:00,44.56
1/28/2019 16:00:00,44.52
1/29/2019 16:00:00,45.95
1/30/2019 16:00:00,46.4
1/31/2019 16:00:00,47.42
2/1/2019 16:00:00,47.15
2/4/2019 16:00:00,46.68
2/5/2019 16:00:00,46.91
2/6/2019 16:00:00,46.08
2/7/2019 16:00:00,46.19
2/8/2019 16:00:00,46.03
2/11/2019 16:00:00,45.99
2/12/2019 16:00:00,48.61
2/13/2019 16:00:00,48.17
2/14/2019 16:00:00,48.24
2/15/2019 16:00:00,48.9
2/19/2019 16:00:00,49.38
2/20/2019 16:00:00,48.95
2/21/2019 16:00:00,49.22
2/22/2019 16:00:00,50.25
2/25/2019 16:00:00,49.64
2/26/2019 16:00:00,49.46
2/27/2019 16:00:00,48.84
2/28/2019 16:00:00,47.98
3/1/2019 16:00:00,47.03
3/4/2019 16:00:00,47.6
3/5/2019 16:00:00,46.13
3/6/2019 16:00:00,45.9
3/7/2019 16:00:00,47.55
3/8/2019 16:00:00,47.73
3/11/2019 16:00:00,48.51
3/12/2019 16:00:00,48.56
3/13/2019 16:00:00,48.07
3/14/2019 16:00:00,48.02
3/15/2019 16:00:00,47.73
3/18/2019 16:00:00,47.86
3/19/2019 16:00:00,46.59
3/20/2019 16:00:00,46.22
3/21/2019 16:00:00,47.57
3/22/2019 16:00:00,47.84
3/25/2019 16:00:00,49.55
3/26/2019 16:00:00,49.71
3/27/2019 16:00:00,51.67
3/28/2019 16:00:00,49.76
3/29/2019 16:00:00,49.09
4/1/2019 16:00:00,48.91
4/2/2019 16:00:00,48.86
4/3/2019 16:00:00,49.81
4/4/2019 16:00:00,50.69
4/5/2019 16:00:00,51.68
4/8/2019 16:00:00,51.3
4/9/2019 16:00:00,50.23
4/10/2019 16:00:00,50.84
4/11/2019 16:00:00,51.3
4/12/2019 16:00:00,50.97
4/15/2019 16:00:00,51.14
4/16/2019 16:00:00,51.4
4/17/2019 16:00:00,51.91
4/18/2019 16:00:00,52.91
4/22/2019 16:00:00,52.05
4/23/2019 16:00:00,52.46
4/24/2019 16:00:00,52.63
4/25/2019 16:00:00,51.56
4/26/2019 16:00:00,52.03
4/29/2019 16:00:00,52.16
4/30/2019 16:00:00,52.03
5/1/2019 16:00:00,52.05
5/2/2019 16:00:00,52.36
5/3/2019 16:00:00,52.23
5/6/2019 16:00:00,51.85
5/7/2019 16:00:00,51.75
5/8/2019 16:00:00,51.13
5/9/2019 16:00:00,51.78
5/10/2019 16:00:00,51.86
5/13/2019 16:00:00,51.47
5/14/2019 16:00:00,52.75
5/15/2019 16:00:00,52.92
5/16/2019 16:00:00,53.66
5/17/2019 16:00:00,53.13
5/20/2019 16:00:00,51.81
5/21/2019 16:00:00,52.29
5/22/2019 16:00:00,51.76
5/23/2019 16:00:00,51.08
5/24/2019 16:00:00,51.91
5/28/2019 16:00:00,51.31
5/29/2019 16:00:00,50.55
5/30/2019 16:00:00,50.31
5/31/2019 16:00:00,49.66
6/3/2019 16:00:00,50.4
6/4/2019 16:00:00,51.4
6/5/2019 16:00:00,52.13
6/6/2019 16:00:00,52.68
6/7/2019 16:00:00,53.36
6/10/2019 16:00:00,52.78
6/11/2019 16:00:00,52.27
6/12/2019 16:00:00,52.09
6/13/2019 16:00:00,53.08
6/14/2019 16:00:00,53.55
6/17/2019 16:00:00,53.01
6/18/2019 16:00:00,52.49
6/19/2019 16:00:00,52.09
6/20/2019 16:00:00,52.73
6/21/2019 16:00:00,51.35
6/24/2019 16:00:00,51.41
6/25/2019 16:00:00,48.22
6/26/2019 16:00:00,47.55
6/27/2019 16:00:00,48.43
6/28/2019 16:00:00,48.46
7/1/2019 16:00:00,48.08
7/2/2019 16:00:00,48.55
7/3/2019 13:00:00,49.22
7/5/2019 16:00:00,48.28
