Date,Close
7/9/2018 16:00:00,3067
7/10/2018 16:00:00,3103.56
7/11/2018 16:00:00,3063.63
7/12/2018 16:00:00,3081.11
7/13/2018 16:00:00,3102.72
7/16/2018 16:00:00,3070.88
7/17/2018 16:00:00,3168.2
7/18/2018 16:00:00,3130.21
7/19/2018 16:00:00,3173.29
7/20/2018 16:00:00,2910
7/23/2018 16:00:00,2892.5
7/24/2018 16:00:00,2817.53
7/25/2018 16:00:00,2790.44
7/26/2018 16:00:00,2845.31
7/27/2018 16:00:00,2807.07
7/30/2018 16:00:00,2710.55
7/31/2018 16:00:00,2759.43
8/1/2018 16:00:00,2725
8/2/2018 16:00:00,2752.88
8/3/2018 16:00:00,2690.61
8/6/2018 16:00:00,2695.06
8/7/2018 16:00:00,2747.02
8/8/2018 16:00:00,2726.09
8/9/2018 16:00:00,2757
8/10/2018 16:00:00,2723.47
8/13/2018 16:00:00,2665.47
8/14/2018 16:00:00,2696.29
8/15/2018 16:00:00,2670.25
8/16/2018 16:00:00,2650
8/17/2018 16:00:00,2627.75
8/20/2018 16:00:00,2622.73
8/21/2018 16:00:00,2750.95
8/22/2018 16:00:00,2694.89
8/23/2018 16:00:00,2658
8/24/2018 16:00:00,2652.22
8/27/2018 16:00:00,2704.71
8/28/2018 16:00:00,2670.05
8/29/2018 16:00:00,2658.56
8/30/2018 16:00:00,2679.62
8/31/2018 16:00:00,2668.45
9/4/2018 16:00:00,2638.06
9/5/2018 16:00:00,2655.87
9/6/2018 16:00:00,2653.88
9/7/2018 16:00:00,2607.2
9/10/2018 16:00:00,2591.66
9/11/2018 16:00:00,2603
9/12/2018 16:00:00,2657.3
9/13/2018 16:00:00,2638.17
9/14/2018 16:00:00,2643
9/17/2018 16:00:00,2620.98
9/18/2018 16:00:00,2672.41
9/19/2018 16:00:00,2617.81
9/20/2018 16:00:00,2608.53
9/21/2018 16:00:00,2583.92
9/24/2018 16:00:00,2572
9/25/2018 16:00:00,2557.39
